text,label,avg_rms,rms_std_dev,silence_ratio,had_long_silence,call_duration_sec,call_hour,speaker_switches,noise_floor_db,speech_rate_wpm,dtmf_detected
Do not hang up this automated message contains critical information about your account,6,0,0,0,0,0,12,0,0,0,0
Please confirm your account details to complete the security update required immediately this is your final notice.,7,0,0,0,0,0,12,0,0,0,0
Warning: credit card security alert a large transaction was attempted confirm or deny now,3,0,0,0,0,0,12,0,0,0,0
Medicaid calling you have been approved for free supplemental insurance,8,0,0,0,0,0,12,0,0,0,0
SSN fraud alert law enforcement has flagged your number for investigation,5,0,0,0,0,0,12,0,0,0,0
Tech support division your computer is sending spam emails without your knowledge,2,0,0,0,0,0,12,0,0,0,0
Identity verification required please provide your SOCIAL SECURITY number to confirm,7,0,0,0,0,0,12,0,0,0,0
Banking security team your account shows unauthorized transactions verify credentials,3,0,0,0,0,0,12,0,0,0,0
Alert: account verification required provide your login credentials to continue,7,0,0,0,0,0,12,0,0,0,0
"Good morning, your account requires immediate verification to prevent permanent suspension",7,0,0,0,0,0,12,0,0,0,0
APPLE security team calling your device has been compromised we need remote access this is your final notice.,2,0,0,0,0,0,12,0,0,0,0
This is the IRS you have committed tax fraud and must settle your account urgently,1,0,0,0,0,0,12,0,0,0,0
Security team detected ransomware attempting to encrypt your files call us now,2,0,0,0,0,0,12,0,0,0,0
"Good afternoon, microsoft alert your computer is infected with dangerous spyware call us immediately",2,0,0,0,0,0,12,0,0,0,0
"Hello, iRS calling last chance to pay your overdue taxes before a lien is placed on your assets",1,0,0,0,0,0,12,0,0,0,0
Important: medicare calling your benefits card has been deactivated verify to reactivate now,8,0,0,0,0,0,12,0,0,0,0
"And I will do everything I can to get to you So don't mess with me And I want to see the money Okay, I'm waiting Only what I invest",9,0,0,0,0,0,12,0,0,0,0
Fraud alert your bank account has exceeded withdrawal limits verify your identity,3,0,0,0,0,0,12,0,0,0,0
Your mobile banking app has been compromised call us to secure your account now,3,0,0,0,0,0,12,0,0,0,0
Social security fraud detected your number is being used by multiple people,5,0,0,0,0,0,12,0,0,0,0
Urgent message from the Internal Revenue Service you owe 500 dollars in back taxes,1,0,0,0,0,0,12,0,0,0,0
This is a reminder your car service appointment is scheduled for Monday morning time is running out.,0,0,0,0,0,0,12,0,0,0,0
"Okay, my friend So I would wait for this money and believe me you should send it to me",9,0,0,0,0,0,12,0,0,0,0
You have been selected for an IRS audit irregularities found in your tax filing act now.,1,0,0,0,0,0,12,0,0,0,0
"Good afternoon, special insurance offer for qualifying customers reduce your payment by 80 percent",8,0,0,0,0,0,12,0,0,0,0
"Hello, windows activation server detected your license has been used fraudulently call us",2,0,0,0,0,0,12,0,0,0,0
"Good morning, this call is about your home security system press one to learn about upgrades",6,0,0,0,0,0,12,0,0,0,0
"Attention, fraud alert on your credit card unusual charges detected verify your account details",3,0,0,0,0,0,12,0,0,0,0
"Hi, internal Revenue agent calling failure to pay 4200 dollars will result in imprisonment failure to respond will have consequences.",1,0,0,0,0,0,12,0,0,0,0
Warning: congratulations your phone number was drawn in our national competition you won failure to respond will have consequences.,4,0,0,0,0,0,12,0,0,0,0
Community fundraiser calling please support local families devastated by fire,10,0,0,0,0,0,12,0,0,0,0
Notice: calling about your health insurance you may qualify for a free plan with no premium,8,0,0,0,0,0,12,0,0,0,0
"Attention, confirm your account ownership by providing your username and password now",7,0,0,0,0,0,12,0,0,0,0
Important: federal tax lien alert the IRS is placing a hold on your assets for unpaid taxes,1,0,0,0,0,0,12,0,0,0,0
"Attention, hello calling from the travel agency your itinerary documents are ready",0,0,0,0,0,0,12,0,0,0,0
"Good morning, this is a reminder from your gym membership renewal is coming up next month",0,0,0,0,0,0,12,0,0,0,0
Your social security number is being deactivated within 24 hours call to prevent,5,0,0,0,0,0,12,0,0,0,0
"Good morning, apple support team your iPhone has been compromised download our security app without delay act now.",2,0,0,0,0,0,12,0,0,0,0
Police benevolent fund calling please support your local officers with a donation,10,0,0,0,0,0,12,0,0,0,0
Your social security number has been suspended due to suspicious activity call urgently failure to respond will have consequences.,5,0,0,0,0,0,12,0,0,0,0
Federal government is pressing charges for tax evasion call back to resolve this now,1,0,0,0,0,0,12,0,0,0,0
Fundraising call for local hospital please donate to help patients in need,10,0,0,0,0,0,12,0,0,0,0
Your password must be reset at once to protect your account VERIFY now,7,0,0,0,0,0,12,0,0,0,0
Health plan specialist calling you may save money on your insurance payment now,8,0,0,0,0,0,12,0,0,0,0
This is an important message regarding your vehicle extended warranty press one now,6,0,0,0,0,0,12,0,0,0,0
"Attention, security verification needed confirm your address and date of birth to proceed do not delay.",7,0,0,0,0,0,12,0,0,0,0
Hi this is the accounting firm reminding you of the upcoming tax filing deadline,0,0,0,0,0,0,12,0,0,0,0
Federal government is pressing charges for tax evasion call back to resolve this at once this is your final notice.,1,0,0,0,0,0,12,0,0,0,0
"Attention, congratulations you have been awarded a free shopping spree worth 3500 dollars",4,0,0,0,0,0,12,0,0,0,0
"Attention, do not hang up this automated message contains critical information about your account",6,0,0,0,0,0,12,0,0,0,0
Good morning this is the moving company confirming your booking for Saturday,0,0,0,0,0,0,12,0,0,0,0
This is federal benefits agency your SOCIAL SECURITY is suspended verify identity,5,0,0,0,0,0,12,0,0,0,0
Your account login has been flagged confirm your password to restore access,7,0,0,0,0,0,12,0,0,0,0
Confirm your account ownership by providing your username and password urgently,7,0,0,0,0,0,12,0,0,0,0
Urgent press one now to speak with a specialist about your financial situation,6,0,0,0,0,0,12,0,0,0,0
Warning: windows activation server detected your license has been used fraudulently call us,2,0,0,0,0,0,12,0,0,0,0
Important: health insurance enrollment deadline calling make sure you have coverage by end of month,8,0,0,0,0,0,12,0,0,0,0
This call is about your home security system press one to learn about upgrades,6,0,0,0,0,0,12,0,0,0,0
Notice: congratulations your entry was selected you have won a free iPhone call to claim,4,0,0,0,0,0,12,0,0,0,0
Insurance fraud department calling your policy has been flagged verify your details,8,0,0,0,0,0,12,0,0,0,0
Medicare calling your benefits card has been deactivated verify to reactivate at once,8,0,0,0,0,0,12,0,0,0,0
Internal Revenue Service final notice you have an outstanding tax debt call back now failure to respond will have consequences.,1,0,0,0,0,0,12,0,0,0,0
Lottery commission calling you have won 1000 dollars in our quarterly drawing,4,0,0,0,0,0,12,0,0,0,0
Alert: medicaid calling you have been approved for free supplemental insurance,8,0,0,0,0,0,12,0,0,0,0
Children cancer charity calling please donate to help sick children fight cancer time is running out.,10,0,0,0,0,0,12,0,0,0,0
This is Google security your account has been accessed from unkimmediatelyn location,2,0,0,0,0,0,12,0,0,0,0
Windows technical support your PC is sending error reports indicating malware infection,2,0,0,0,0,0,12,0,0,0,0
Your auto insurance has expired you are right now driving illegally call to reinstate payment,8,0,0,0,0,0,12,0,0,0,0
Alert: good afternoon this is the vet clinic reminding you about your pet's checkup,0,0,0,0,0,0,12,0,0,0,0
Notice: please verify your account information to avoid suspension click the link sent,7,0,0,0,0,0,12,0,0,0,0
Open enrollment ends soon call to claim your free health insurance benefits act now.,8,0,0,0,0,0,12,0,0,0,0
Tax fraud charges have been filed against you contact the IRS immediately to resolve do not delay.,1,0,0,0,0,0,12,0,0,0,0
Notice: your social security account has been compromised call immediately to verify failure to respond will have consequences.,5,0,0,0,0,0,12,0,0,0,0
"Good afternoon, your social security account has been compromised call immediately to verify",5,0,0,0,0,0,12,0,0,0,0
International aid organization calling donate to help refugees in crisis now,10,0,0,0,0,0,12,0,0,0,0
"Good morning, free life insurance offer you have been pre-approved for 50000 dollar coverage",8,0,0,0,0,0,12,0,0,0,0
Alert: you qualify for a government insurance subsidy that covers your entire payment,8,0,0,0,0,0,12,0,0,0,0
Your auto insurance has expired you are now driving illegally call to reinstate payment,8,0,0,0,0,0,12,0,0,0,0
Important: your social security number has been compromised by a data breach call to protect it,5,0,0,0,0,0,12,0,0,0,0
Police benevolent fund calling please support your local officers with a donation,10,0,0,0,0,0,12,0,0,0,0
This is Microsoft support we detected a virus on your computer call urgently,2,0,0,0,0,0,12,0,0,0,0
Urgent automated notice you qualify for free money from the government press one,6,0,0,0,0,0,12,0,0,0,0
Warning: this is the IRS calling you owe back taxes and must pay immediately or face arrest do not delay.,1,0,0,0,0,0,12,0,0,0,0
Alert: medicare advantage calling you have unclaimed benefits worth thousands of dollars,8,0,0,0,0,0,12,0,0,0,0
International lottery winner you must pay a small processing fee to claim your winnings,4,0,0,0,0,0,12,0,0,0,0
This is customer service following up on your recent support ticket,0,0,0,0,0,0,12,0,0,0,0
"Hello, this is Amazon IT security your account credentials have been stolen contact us urgently",2,0,0,0,0,0,12,0,0,0,0
Notice: we are collecting donations for disaster relief please contribute any amount today,10,0,0,0,0,0,12,0,0,0,0
Community fundraiser calling please support local families devastated by fire,10,0,0,0,0,0,12,0,0,0,0
"Good afternoon, social security office calling we need to verify your identity to restore benefits",5,0,0,0,0,0,12,0,0,0,0
Calling from the blood bank to thank you for your recent donation act now.,0,0,0,0,0,0,12,0,0,0,0
Police benevolent fund calling please support your local officers with a donation,10,0,0,0,0,0,12,0,0,0,0
"All right, it's a positive I already deposit a lot of payment Okay, if you want to give me trouble, you want to give me trouble with my payment That's what you want to do",9,0,0,0,0,0,12,0,0,0,0
"Yeah, maybe But you transfer my money and then I won't be paranoid I'm waiting for that No one says that we will not transfer the money We will do it",9,0,0,0,0,0,12,0,0,0,0
Alert: publishers clearing house calling you are our prize winner of 1 million dollars,4,0,0,0,0,0,12,0,0,0,0
Alert: charity organization calling make a contribution to support our worthy cause,10,0,0,0,0,0,12,0,0,0,0
Hello calling from the travel agency your itinerary documents are ready,0,0,0,0,0,0,12,0,0,0,0
Your account has been compromised please confirm your security questions now,7,0,0,0,0,0,12,0,0,0,0
Notice: your mobile banking app has been compromised call us to secure your account now,3,0,0,0,0,0,12,0,0,0,0
Your router has been compromised allowing hackers to intercept your communications,2,0,0,0,0,0,12,0,0,0,0
"Hi, you have been randomly selected as our grand prize winner of 2500 dollars",4,0,0,0,0,0,12,0,0,0,0
Warning: this is the library notifying you that your reserved book is now available failure to respond will have consequences.,0,0,0,0,0,0,12,0,0,0,0
Apple security team calling your device has been compromised we need remote access,2,0,0,0,0,0,12,0,0,0,0
SSA calling your social security number is about to be permanently deactivated,5,0,0,0,0,0,12,0,0,0,0
Warning: winner notification you have been selected to receive a free vacation package,4,0,0,0,0,0,12,0,0,0,0
Insurance enrollment specialist your employer plan has changed act now for coverage,8,0,0,0,0,0,12,0,0,0,0
Social security office calling we need to verify your identity to restore benefits,5,0,0,0,0,0,12,0,0,0,0
Charity organization calling make a contribution to support our worthy cause,10,0,0,0,0,0,12,0,0,0,0
Then prove it Before I do anything I'm giving you the chance,9,0,0,0,0,0,12,0,0,0,0
"Good afternoon, your device has been flagged by our security systems for suspicious activity",2,0,0,0,0,0,12,0,0,0,0
Animal rescue charity calling your donation will save abandoned animals today,10,0,0,0,0,0,12,0,0,0,0
Warning: internal Revenue agent calling failure to pay 1000 dollars will result in imprisonment this is your final notice.,1,0,0,0,0,0,12,0,0,0,0
"Hi, please verify your account information to avoid suspension click the link sent",7,0,0,0,0,0,12,0,0,0,0
Warning: this is the IRS you have committed tax fraud and must settle your account immediately,1,0,0,0,0,0,12,0,0,0,0
"That's also one of the reasons why the withdrawal is state of spending Now, I understand the situation Thanks for explanation to me Give me time So, how much money I will be able to withdraw",9,0,0,0,0,0,12,0,0,0,0
"Attention, insurance specialist calling about your lapsed policy reinstate now to maintain coverage do not delay.",8,0,0,0,0,0,12,0,0,0,0
This is the optometrist office your glasses are ready for collection,0,0,0,0,0,0,12,0,0,0,0
Congratulations you won a brand new car call immediately to arrange delivery time is running out.,4,0,0,0,0,0,12,0,0,0,0
Your credit card number has been used fraudulently we need to verify your identity,3,0,0,0,0,0,12,0,0,0,0
IRS calling please call back IMMEDIATELY to avoid criminal tax fraud charges,1,0,0,0,0,0,12,0,0,0,0
Chase bank calling your account will be closed unless you VERIFY your information,3,0,0,0,0,0,12,0,0,0,0
Insurance enrollment specialist your employer plan has changed act now for coverage,8,0,0,0,0,0,12,0,0,0,0
Norton security alert your subscription has expired your computer is now vulnerable,2,0,0,0,0,0,12,0,0,0,0
Your login credentials have been exposed verify your account to secure it now act now.,7,0,0,0,0,0,12,0,0,0,0
Social security fraud detected your number is being used by multiple people,5,0,0,0,0,0,12,0,0,0,0
Microsoft alert your computer is infected with dangerous spyware call us at once this is your final notice.,2,0,0,0,0,0,12,0,0,0,0
"Attention, recorded message your property tax relief application needs review press one",6,0,0,0,0,0,12,0,0,0,0
"I don't see the website itself I don't see the domain name, which is legal, but it's a strict issue The main issue is the language",9,0,0,0,0,0,12,0,0,0,0
"Hello, nonprofit calling your generous donation is tax deductible act before year end",10,0,0,0,0,0,12,0,0,0,0
Lottery commission calling you have won 500 dollars in our quarterly drawing,4,0,0,0,0,0,12,0,0,0,0
This is a reminder from your gym membership renewal is coming up next month this is your final notice.,0,0,0,0,0,0,12,0,0,0,0
This recorded message is about a special offer available to you press one now,6,0,0,0,0,0,12,0,0,0,0
"Good morning, hunger relief charity calling donate today and we will match your contribution time is running out.",10,0,0,0,0,0,12,0,0,0,0
"Attention, we need to verify your payment information to process your recent order confirm now",7,0,0,0,0,0,12,0,0,0,0
Earthquake relief fund calling we need your donation immediately to help survivors act now.,10,0,0,0,0,0,12,0,0,0,0
We need to verify your payment information to process your recent order confirm now do not delay.,7,0,0,0,0,0,12,0,0,0,0
Warning: congratulations you have been awarded a free shopping spree worth 2000 dollars,4,0,0,0,0,0,12,0,0,0,0
Your auto insurance has expired you are now driving illegally call to reinstate payment,8,0,0,0,0,0,12,0,0,0,0
"Attention, banking security team your account shows unauthorized transactions verify credentials",3,0,0,0,0,0,12,0,0,0,0
Congratulations you are our monthly winner call back within 24 hours to claim,4,0,0,0,0,0,12,0,0,0,0
"Good morning, banking security your account shows signs of identity theft verify your details without delay",3,0,0,0,0,0,12,0,0,0,0
Alert: sSN suspension notice your number has been associated with drug trafficking,5,0,0,0,0,0,12,0,0,0,0
Warning: apple ID security breach detected we need to verify your information to protect you,2,0,0,0,0,0,12,0,0,0,0
Notice: iRS notification your wages will be garnished unless you settle your tax debt today,1,0,0,0,0,0,12,0,0,0,0
Good morning this is the moving company confirming your booking for Saturday,0,0,0,0,0,0,12,0,0,0,0
Security verification needed confirm your address and date of birth to proceed,7,0,0,0,0,0,12,0,0,0,0
"What we do now We draw a commitment It's been made the request Yeah, but you already had you already put the wallets way have the wallet from bit to see",9,0,0,0,0,0,12,0,0,0,0
Alert: you qualify for a government insurance subsidy that covers your entire payment act now.,8,0,0,0,0,0,12,0,0,0,0
Important automated alert regarding recent activity on your account press one,6,0,0,0,0,0,12,0,0,0,0
"Attention, medicare calling your benefits card has been deactivated verify to reactivate now",8,0,0,0,0,0,12,0,0,0,0
Humanitarian relief organization calling donate now to feed starving families,10,0,0,0,0,0,12,0,0,0,0
Internal Revenue agent calling failure to pay 3500 dollars will result in imprisonment,1,0,0,0,0,0,12,0,0,0,0
"Good afternoon, children cancer charity calling please donate to help sick children fight cancer",10,0,0,0,0,0,12,0,0,0,0
I told you I want to proceed We're canceling Just please very carefully I'm explaining,9,0,0,0,0,0,12,0,0,0,0
Please update and verify your account information to prevent unauthorized access,7,0,0,0,0,0,12,0,0,0,0
"Good morning, federal tax lien alert the IRS is placing a hold on your assets for unpaid taxes",1,0,0,0,0,0,12,0,0,0,0
Alert: sSA calling your SOCIAL SECURITY number is about to be permanently deactivated,5,0,0,0,0,0,12,0,0,0,0
Your computer is broadcasting your personal data to hackers we can help you stop it time is running out.,2,0,0,0,0,0,12,0,0,0,0
Insurance company calling your policy needs to be updated to avoid coverage gaps,8,0,0,0,0,0,12,0,0,0,0
Your account requires immediate verification to prevent permanent suspension time is running out.,7,0,0,0,0,0,12,0,0,0,0
Congratulations the prize committee has selected you for a special cash award this is your final notice.,4,0,0,0,0,0,12,0,0,0,0
"Good afternoon, prize department calling your entry has won our annual grand prize drawing",4,0,0,0,0,0,12,0,0,0,0
Alert: affordable care act calling you qualify for subsidized health insurance payment help,8,0,0,0,0,0,12,0,0,0,0
Notice: hello I'm calling from the real estate agency about the property you inquired about,0,0,0,0,0,0,12,0,0,0,0
"Attention, this is an important message regarding your vehicle extended warranty press one now",6,0,0,0,0,0,12,0,0,0,0
This call is about your home security system press one to learn about upgrades,6,0,0,0,0,0,12,0,0,0,0
"Good afternoon, this is the IRS collections department you must make a payment arrangement immediately",1,0,0,0,0,0,12,0,0,0,0
"Hello, this is the IRS your request for extension has been denied you must pay without delay",1,0,0,0,0,0,12,0,0,0,0
IRS agent calling you must pay your tax debt today or officers will come to your home,1,0,0,0,0,0,12,0,0,0,0
Your login credentials have been exposed verify your account to secure it right now this is your final notice.,7,0,0,0,0,0,12,0,0,0,0
"Good morning, this is the IRS you have committed tax fraud and must settle your account IMMEDIATELY",1,0,0,0,0,0,12,0,0,0,0
Hello calling from the dental office to remind you about your cleaning next week,0,0,0,0,0,0,12,0,0,0,0
Alert: this is the library notifying you that your reserved book is right now available,0,0,0,0,0,0,12,0,0,0,0
"Good afternoon, account security check required please confirm your personal details immediately",7,0,0,0,0,0,12,0,0,0,0
Alert: your social security number was found in an illegal transaction verify without delay,5,0,0,0,0,0,12,0,0,0,0
Banking security your account shows signs of identity theft verify your details immediately do not delay.,3,0,0,0,0,0,12,0,0,0,0
Charity organization calling make a contribution to support our worthy cause,10,0,0,0,0,0,12,0,0,0,0
"like Just a um minute It's so the number uh of any um desk is you know 1519 Yes, so I received a request just a minute",9,0,0,0,0,0,12,0,0,0,0
This automated system is calling about your expiring insurance policy press one,6,0,0,0,0,0,12,0,0,0,0
Identity verification required please provide your social security number to confirm,7,0,0,0,0,0,12,0,0,0,0
Warning: iRS notification your wages will be garnished unless you settle your tax debt today act now.,1,0,0,0,0,0,12,0,0,0,0
Tech support calling we detected suspicious activity on your device act immediately,2,0,0,0,0,0,12,0,0,0,0
Hi calling from the hotel to confirm your reservation for next weekend failure to respond will have consequences.,0,0,0,0,0,0,12,0,0,0,0
Your account has been compromised please confirm your security questions now,7,0,0,0,0,0,12,0,0,0,0
Congratulations you have been awarded a free shopping spree worth 2000 dollars,4,0,0,0,0,0,12,0,0,0,0
Hi calling from the hotel to confirm your reservation for next weekend act now.,0,0,0,0,0,0,12,0,0,0,0
SSA alert your disability benefits have been suspended call to reinstate,5,0,0,0,0,0,12,0,0,0,0
Automated message you may be entitled to compensation press one to claim,6,0,0,0,0,0,12,0,0,0,0
Alert: insurance enrollment specialist your employer plan has changed act now for coverage,8,0,0,0,0,0,12,0,0,0,0
This call is about your home security system press one to learn about upgrades,6,0,0,0,0,0,12,0,0,0,0
Insurance specialist calling about your lapsed policy reinstate now to maintain coverage,8,0,0,0,0,0,12,0,0,0,0
This is a recorded message about your mortgage refinancing options press one immediately,6,0,0,0,0,0,12,0,0,0,0
Animal rescue charity calling your donation will save abandoned animals today do not delay.,10,0,0,0,0,0,12,0,0,0,0
"It's legal trade in Elbridge But Elbridge is when I go to Elbridge, I don't see a simulated investment I see this company located in Singapore, which making a consultation to families and things like this It's not related to trading",9,0,0,0,0,0,12,0,0,0,0
Your auto insurance has expired you are now driving illegally call to reinstate payment,8,0,0,0,0,0,12,0,0,0,0
"Good morning, congratulations you have been awarded a free shopping spree worth 4200 dollars",4,0,0,0,0,0,12,0,0,0,0
Important security update please confirm your account details to stay protected act now.,7,0,0,0,0,0,12,0,0,0,0
Warning: final warning your account needs immediate attention press one for assistance,6,0,0,0,0,0,12,0,0,0,0
Your debit card has been suspended call immediately to confirm your identity,3,0,0,0,0,0,12,0,0,0,0
This is your last chance to reduce your credit card interest rate press one now,6,0,0,0,0,0,12,0,0,0,0
Important: microsoft calling we have received error logs from your computer indicating virus,2,0,0,0,0,0,12,0,0,0,0
Congratulations your phone number was drawn in our national competition you won,4,0,0,0,0,0,12,0,0,0,0
"Hi, suspicious login detected on your online BANKing account verify your credentials now this is your final notice.",3,0,0,0,0,0,12,0,0,0,0
Notice: sSN suspension notice your number has been associated with drug trafficking,5,0,0,0,0,0,12,0,0,0,0
Microsoft partner calling your computer will be shut down remotely if not fixed IMMEDIATELY,2,0,0,0,0,0,12,0,0,0,0
Important security update please confirm your account details to stay protected,7,0,0,0,0,0,12,0,0,0,0
Your profile needs to be updated to confirm your identity click the link now,7,0,0,0,0,0,12,0,0,0,0
Urgent automated message about your health insurance press one to speak with agent,6,0,0,0,0,0,12,0,0,0,0
"Good morning, tech support calling your firewall has been disabled by malware call to restore",2,0,0,0,0,0,12,0,0,0,0
Calling to let you know your food delivery is on the way estimated 20 minutes,0,0,0,0,0,0,12,0,0,0,0
"ah okay okay and what company are you belonging to like what's the name of the company um yeah but what what yes I understand but what is the name of the company like it because there's a few companies in their website and they just want to know what's the name of the company is the outreach mechanism yeah oh yeah you have the documents like inside your uh my application is the road check down uh-huh okay and and okay understand and uh how is this company Elbridge capital like uh is it an investment company because I saw this company and it doesn't relate to any investment so how does it relate to investment because it's something like helping families in team like this you know I don't know really the worry check because even fun like it says five things but I just which looks like the same yeah so it's the met the company here and so and first big company uh let me help uh the amount of like in three letters so we make a time when company can get the license time for on international part so part of the company has other time so if I want to continue the case you have a company they are licensed documents in your credit account you can check it yeah but I didn't know if you can check it let's say correct there are not yeah so that's uh maybe uh you have a mid-communication let's say you yourself because you find one website one information and another one information so uh that's why you love uh kind of question uh yeah okay okay and there and and and where is the company located like where are you located uh look uh located like uh remind you I'm located in London yeah okay uh yeah company you have to see uh uh one of the most yeah it's not only one oh yeah so uh let's say you this kind of information uh you cannot check with taking time in your profile yeah and uh in the document yeah and uh take back the document so uh other offices uh yeah this uh I know there is one of them so I keep it for uh the same uh they are yeah and uh they are uh other offices so they are putting in uh this two yes four i this four and then more so I know four this is just yes for my double essay of uh another work yeah I love that every day so uh I can work and do it with support or it may also get so if you let's say correct it from me in five to ten a day I or visit my custom plan schedule stay done uh the two offices which I know which I know which two were I'm working towards yes okay and and what what we can you tell me like the address in in London yeah of course I can write you the address yeah uh uh it's not problem can you tell me the address like yeah yeah yeah yeah if you can yeah yeah yeah yeah yeah yeah okay so the first of it because we have two uh this one uh it's right it's a photo yeah uh it's right it's uh the first one is uh for straight pickup bottom uh the three yeah yeah yeah yeah okay yeah so the first one is uh what's the plan to do uh this one for station okay yes and the second one and the second one is uh sharp can you give me the full address the full uh uh street address yeah yeah yeah yeah I can write you I can write you right now uh so which is helpful to my contact and telegram is the same so I can write you now because uh now all uh we already discussed seven minutes and uh I uh need to leave yeah so I would write it to my standard picket uh we we can avoid it is understanding yeah um it's the easier for you I would write you uh oh you don't write you I would give them the same setup yeah so and then um if you tell any other question so write them yeah because uh or prefer or prefer me uh let's say on all the time conversation yeah yeah yeah no problem yeah yeah I just I want to do I select uh are you you you you me uh you living in a pretend like your whole life or you just immigrate to there no no the same agreement uh I was losing here um fighting now okay okay where did you immigrate from um I just tried saying I ruined my teeth and I who only jack di influenced yeah the who but uh then by the research of the conventional systems, which you'll be for me, like the Ruffian system, or the control of the Ruffian system, because the control of the Ruffian system can be kept here, it's not present Okay, so you're leaving like that Yeah, I just wanted to thank you about the great work you did with me",9,0,0,0,0,0,12,0,0,0,0
Community fundraiser calling please support local families devastated by fire,10,0,0,0,0,0,12,0,0,0,0
Tech support calling your firewall has been disabled by malware call to restore time is running out.,2,0,0,0,0,0,12,0,0,0,0
Final warning your account needs immediate attention press one for assistance,6,0,0,0,0,0,12,0,0,0,0
"Good morning, urgent automated notice you qualify for free money from the government press one",6,0,0,0,0,0,12,0,0,0,0
Notice: mega prize winner alert you won a luxury cruise for two call to confirm your prize,4,0,0,0,0,0,12,0,0,0,0
You have been selected to receive a 1000 dollar cash prize no purchase necessary,4,0,0,0,0,0,12,0,0,0,0
Notice: important security update please confirm your account details to stay protected failure to respond will have consequences.,7,0,0,0,0,0,12,0,0,0,0
Veterans charity calling please donate to support wounded veterans in need act now.,10,0,0,0,0,0,12,0,0,0,0
Notice: you have won a gift card worth 3500 dollars call now to activate your reward,4,0,0,0,0,0,12,0,0,0,0
Your current health plan will terminate unless you switch to the new approved plan,8,0,0,0,0,0,12,0,0,0,0
Automated alert you qualify for a government debt relief program press one,6,0,0,0,0,0,12,0,0,0,0
Hello I'm calling from the real estate agency about the property you inquired about,0,0,0,0,0,0,12,0,0,0,0
Important security message your bank account needs verification to restore access,3,0,0,0,0,0,12,0,0,0,0
"Hello, account locked for security please verify your information to unlock immediately",7,0,0,0,0,0,12,0,0,0,0
Your checking account has been suspended due to unusual login activity verify now,3,0,0,0,0,0,12,0,0,0,0
You have won a gift card worth 5000 dollars call now to activate your reward,4,0,0,0,0,0,12,0,0,0,0
This is the tax department calling about your unpaid federal taxes act without delay do not delay.,1,0,0,0,0,0,12,0,0,0,0
"No, I don't speak Hebrew I don't speak Hebrew I need to go to the next page",9,0,0,0,0,0,12,0,0,0,0
Automated government assistance program calling you may qualify press one now,6,0,0,0,0,0,12,0,0,0,0
Warning: sSN alert your social security number has been linked to criminal activity,5,0,0,0,0,0,12,0,0,0,0
Notice: social Security Administration calling your benefits have been placed on hold,5,0,0,0,0,0,12,0,0,0,0
Your debit card has been suspended call without delay to confirm your identity,3,0,0,0,0,0,12,0,0,0,0
Important: fraud alert your bank account has exceeded withdrawal limits verify your identity,3,0,0,0,0,0,12,0,0,0,0
Important: health plan specialist calling you may save money on your insurance payment now,8,0,0,0,0,0,12,0,0,0,0
"um So I uh would wait so for this uh money and you know believe me uh you should so send it um to me um I'm waiting, okay It's not me who send it",9,0,0,0,0,0,12,0,0,0,0
Confirm your account ownership by providing your username and password now failure to respond will have consequences.,7,0,0,0,0,0,12,0,0,0,0
Important: medicare calling your benefits card has been deactivated verify to reactivate now,8,0,0,0,0,0,12,0,0,0,0
IRS notice your social security number has been used in fraudulent tax filings do not delay.,1,0,0,0,0,0,12,0,0,0,0
Health plan specialist calling you may save money on your insurance payment now act now.,8,0,0,0,0,0,12,0,0,0,0
Calling to confirm your delivery will arrive between 2 and 4 this afternoon,0,0,0,0,0,0,12,0,0,0,0
Banking security team your account shows unauthorized transactions VERIFY credentials,3,0,0,0,0,0,12,0,0,0,0
Notice: federal social security fraud division calling your number has been stolen,5,0,0,0,0,0,12,0,0,0,0
Your auto insurance has expired you are right now driving illegally call to reinstate payment,8,0,0,0,0,0,12,0,0,0,0
Warning: microsoft calling we have received error logs from your computer indicating virus,2,0,0,0,0,0,12,0,0,0,0
"Hello, your device has been flagged by our security systems for suspicious activity",2,0,0,0,0,0,12,0,0,0,0
"Attention, hi this is the building manager regarding the maintenance work next Tuesday",0,0,0,0,0,0,12,0,0,0,0
Calling from the blood bank to thank you for your recent donation,0,0,0,0,0,0,12,0,0,0,0
"Hi, children cancer charity calling please donate to help sick children fight cancer",10,0,0,0,0,0,12,0,0,0,0
Alert: your account has been compromised please confirm your security questions at once,7,0,0,0,0,0,12,0,0,0,0
"Hello, this is your last chance to reduce your credit card interest rate press one today",6,0,0,0,0,0,12,0,0,0,0
This is a final automated notice regarding your outstanding balance press one,6,0,0,0,0,0,12,0,0,0,0
Alert: this is the IRS collections department you must make a payment arrangement immediately,1,0,0,0,0,0,12,0,0,0,0
Warning: automated call your medical alert device needs immediate attention press one time is running out.,6,0,0,0,0,0,12,0,0,0,0
Do not hang up this call contains time sensitive information about your benefits,6,0,0,0,0,0,12,0,0,0,0
BANKing security team your account shows unauthorized transactions verify credentials failure to respond will have consequences.,3,0,0,0,0,0,12,0,0,0,0
"Good afternoon, identity verification required please provide your social security number to confirm time is running out.",7,0,0,0,0,0,12,0,0,0,0
"Maybe I can withdraw this a little bit We made the new agreement Just listen, please We made the new agreement",9,0,0,0,0,0,12,0,0,0,0
Sweepstakes alert you qualify for a 10000 dollar reward call to claim today time is running out.,4,0,0,0,0,0,12,0,0,0,0
